29.02.2024	24/02/45	S159503 TWINT	1014	3001	40.50	V81	-8.10		-3.03
29.02.2024	24/02/46	payrexx Gebühren zu S159503	6840	1014	0.53	I0			
01.02.2024	24/02/47	Google Ads 01/24	6600	1010	121.65	I0			
01.02.2024	24/02/48	Shopware Subscription (Order Confirmation)	6600	1010	4.80	I0			
02.02.2024	24/02/49	Intercosina AG 12202401148	4201	1010	59.45	M81	8.10		4.45
02.02.2024	24/02/50	Surry.ch Bürobedarf	6500	1010	60.55	I81	8.10		4.54
02.02.2024	24/02/51	Niederhäuser AG 040026/01		1010	1’012.95				
02.02.2024	24/02/51	EK 8.1% MwSt	4201		23.50	M81	8.10		1.76
02.02.2024	24/02/51	EK 2.5% MwSt	4202		989.45	M26	2.60		25.07
07.02.2024	24/02/52	Porto Webstamp	4520	1010	3.70	M81	8.10		0.28
08.02.2024	24/02/53	emaillistverify.com 	6600	1010	21.46	I0			
09.02.2024	24/02/54	Post CH AG Logistik 2308424459	4520	1010	98.00	M81	8.10		7.34
09.02.2024	24/02/55	Sunrise Business 12410144	6510	1010	52.95	I77	7.70		3.79
13.02.2024	24/02/56	Porto Webstamp	4520	1010	3.70	M81	8.10		0.28
14.02.2024	24/02/57	Intercosina AG 12202402031	4201	1010	214.70	M81	8.10		16.09
15.02.2024	24/02/58	Niederhäuser AG 040359/01		1010	183.30				
15.02.2024	24/02/58	EK 8.1% MwSt	4201		110.25	M81	8.10		8.26
15.02.2024	24/02/58	EK 2.6% MwSt	4202		73.05	M26	2.60		1.85
15.02.2024	24/02/59	Intercosina AG 12202402019	4201	1010	68.10	M81	8.10		5.10
15.02.2024	24/02/60	Intercosina AG 12202401131	4201	1010	149.85	M81	8.10		11.23
20.02.2024	24/02/61	Meta (Facebook Werbung)	6600	1010	4.99	I0			
22.02.2024	24/02/62	Intercosina AG 12202402063	4201	1010	198.05	M81	8.10		14.84
22.02.2024	24/02/63	Intercosina AG 12202402047	4201	1010	279.45	M81	8.10		20.94
22.02.2024	24/02/64	Sanasis AG R53441		1010	184.30				
22.02.2024	24/02/64	EK 8.1% MwSt	4201		84.64	M81	8.10		6.34
22.02.2024	24/02/64	EK 2.6% MwSt	4202		99.66	M26	2.60		2.53
27.02.2024	24/02/65	Autowäsche	6200	2851	25.00	I81	8.10		1.87
07.02.2024	24/02/66	Büro Milch	6500	2851	2.00	I26	2.60		0.05
23.02.2024	24/02/67	Büro Getränke	6500	2851	6.25	I26	2.60		0.16
29.02.2024	24/02/68	Büro Div.		2851	4.90				
29.02.2024	24/02/68	Wasserenthärter	6500		3.00	I81	8.10		0.22
29.02.2024	24/02/68	Milch	6500		1.90	I26	2.60		0.05
26.02.2024	24/02/69	Büro Kaffee	6500	2851	19.95	I26	2.60		0.51
02.02.2024	24/02/70	Internet Tesla 02/24	6510	2850	13.00	I81	8.10		0.97
18.02.2024	24/02/71	Salt Abo JE 02/24	6510	2850	19.95	I81	8.10		1.49
									
									
									
									
									
									
01.03.2024	24/03/01	S159504 VK	1010		188.85				
01.03.2024	24/03/01	VK 8.1% MwSt 		3001	10.50	V81	-8.10		-0.79
01.03.2024	24/03/01	VK 2.6% MwSt		3002	178.35	V26	-2.60		-4.52
04.03.2024	24/03/02	T27022401 QR	1010	3002	570.00	V26	-2.60		-14.44
06.03.2024	24/03/03	S159510 VK	1010	3001	486.85	V81	-8.10		-36.48
06.03.2024	24/03/04	S159512 VK	1010	3001	87.60	V81	-8.10		-6.56
07.03.2024	24/03/05	S159511 VK	1010	3001	27.00	V81	-8.10		-2.02
08.03.2024	24/03/06	S159513 VK	1010	3002	372.40	V26	-2.60		-9.44
22.03.2024	24/03/07	S159517 VK	1010		86.00				
22.03.2024	24/03/07	VK 8.1% MwSt 		3001	11.50	V81	-8.10		-0.86
22.03.2024	24/03/07	VK 2.6% MwSt		3002	74.50	V26	-2.60		-1.89
22.03.2024	24/03/08	S159519 VK	1010	3001	301.85	V81	-8.10		-22.62
25.03.2024	24/03/09	S159521 VK	1010	3002	204.80	V26	-2.60		-5.19
25.03.2024	24/03/10	S159522 VK	1010	3002	199.80	V26	-2.60		-5.06
02.03.2024	24/03/11	S159505 TWINT	1014		166.50				
02.03.2024	24/03/11	VK 8.1% MwSt 		3001	8.50	V81	-8.10		-0.64
02.03.2024	24/03/11	VK 2.6% MwSt		3002	158.00	V26	-2.60		-4.00
02.03.2024	24/03/12	Payrexx Gebühren zu S159505	6840	1014	2.16	I0			
03.03.2024	24/03/13	S159507 TWINT	1014	3002	1’450.00	V26	-2.60		-36.74
03.03.2024	24/03/14	Payrexx Gebühren zu S159507	6840	1014	18.85	I0			
04.03.2024	24/03/15	S159508 TWINT	1014	3001	239.80	V81	-8.10		-17.97
04.03.2024	24/03/16	Payrexx Gebühren zu S159508	6840	1014	3.12	I0			
04.03.2024	24/03/17	S159509 TWINT	1014	3001	53.50	V81	-8.10		-4.01
04.03.2024	24/03/18	Payrexx Gebühren zu S159509	6840	1014	0.70	I0			
08.03.2024	24/03/19	S159514 TWINT	1014	3001	42.00	V81	-8.10		-3.15
08.03.2024	24/03/20	Payrexx Gebühren zu S159514	6840	1014	0.55	I0			
11.03.2024	24/03/21	S159515 TWINT	1014		75.50				
11.03.2024	24/03/21	VK 8.1% MwSt 		3001	10.50	V81	-8.10		-0.79
11.03.2024	24/03/21	VK 2.6% MwSt		3002	65.00	V26	-2.60		-1.65
11.03.2024	24/03/22	Payrexx Gebühren zu S159515	6840	1014	0.98	I0			
19.03.2024	24/03/23	S159518 TWINT	1014		145.50				
19.03.2024	24/03/23	VK 8.1% MwSt 		3001	8.50	V81	-8.10		-0.64
19.03.2024	24/03/23	VK 2.6% MwSt		3002	137.00	V26	-2.60		-3.47
19.03.2024	24/03/24	Payrexx Gebühren zu S159518	6840	1014	1.89	I0			
21.03.2024	24/03/25	S159520 TWINT	1014	3001	310.00	V81	-8.10		-23.23
21.03.2024	24/03/26	Payrexx Gebühren zu S159520	6840	1014	4.03	I0			
25.03.2024	24/03/27	S159523 VISA	1014		172.60				
25.03.2024	24/03/27	VK 8.1% MwSt 		3001	10.50	V81	-8.10		-0.79
25.03.2024	24/03/27	VK 2.6% MwSt		3002	158.00	V26	-2.60		-4.00
25.03.2024	24/03/27	Payrexx Gebühren		6840	4.10	V0			
25.03.2024	24/03/28	Payrexx Gebühren zu S159523	6840	1014	4.44	I0			
28.03.2024	24/03/29	S159524 TWINT	1014		104.50				
28.03.2024	24/03/29	VK 8.1% MwSt 		3001	22.50	V81	-8.10		-1.69
28.03.2024	24/03/29	VK 2.6% MwSt		3002	82.00	V26	-2.60		-2.08
28.03.2024	24/03/30	Payrexx Gebühren zu S159524	6840	1014	1.36	I0			
28.03.2024	24/03/31	S159525 Visa	1014		70.05				
28.03.2024	24/03/31	VK 8.1% MwSt 		3001	68.50	V81	-8.10		-5.13
28.03.2024	24/03/31	Payrexx Gebühren		6840	1.55	V0			
28.03.2024	24/03/32	Payrexx Gebühren zu S159525	6840	1014	1.98	I0			
29.03.2024	24/03/33	S159527 TWINT	1014		29.50				
29.03.2024	24/03/33	VK 8.1% MwSt 		3001	11.50	V81	-8.10		-0.86
29.03.2024	24/03/33	VK 2.6% MwSt		3002	18.00	V26	-2.60		-0.46
29.03.2024	24/03/34	Payrexx Gebühren zu S159527	6840	1014	0.38	I0			
30.03.2024	24/03/35	S159528 TWINT	1014	3002	219.00	V26	-2.60		-5.55
30.03.2024	24/03/36	Payrexx Gebühren zu S159528	6840	1014	2.85	I0			
01.03.2024	24/03/37	Google Ads 02/24	6600	1010	120.85	I0			
04.03.2024	24/03/38	phytodor 24223	4201	1010	254.40	M81	8.10		19.06
04.03.2024	24/03/39	Niederhäuser AG 040640/01	4201	1010	40.05	M81	8.10		3.00
04.03.2024	24/03/40	Niederhäuser AG 040592/01	4201	1010	22.00	M81	8.10		1.65
04.03.2024	24/03/41	Niederhäuser AG 040462/01	4201	1010	133.45	M81	8.10		10.00
04.03.2024	24/03/42	Intercosina AG 12202405021	4201	1010	59.00	M81	8.10		4.42
04.03.2024	24/03/43	Niederhäuser AG 040711/01		1010	220.95				
04.03.2024	24/03/43	EK 8.1% MwSt	4201		148.95	M81	8.10		11.16
04.03.2024	24/03/43	EK 2.6% MwSt	4202		72.00	M26	2.60		1.82
04.03.2024	24/03/44	Niederhäuser AG 040670/01		1010	1’118.15				
04.03.2024	24/03/44	EK 8.1% MwSt	4201		128.70	M81	8.10		9.64
04.03.2024	24/03/44	EK 2.6% MwSt	4202		989.45	M26	2.60		25.07
07.03.2024	24/03/45	Post CH AG Logistik 2308461450	4520	1010	276.00	M77	7.70		19.73
08.03.2024	24/03/46	Sunrise Business 12410144	6510	1010	52.95	I77	7.70		3.79
19.03.2024	24/03/47	Niederhäuser AG 043832/01		1010	364.25				
19.03.2024	24/03/47	EK 8.1% MwSt	4201		122.40	M81	8.10		9.17
19.03.2024	24/03/47	EK 2.6% MwSt	4202		241.85	M26	2.60		6.13
19.03.2024	24/03/48	Dr. Niedermaier Pharma 2024-99191	4202	1010	834.75	M26	2.60		21.15
19.03.2024	24/03/49	Intercosina AG 12202403041	4201	1010	80.00	M81	8.10		5.99
19.03.2024	24/03/50	Niederhäuser AG 040724/01		1010	164.85				
19.03.2024	24/03/50	EK 8.1% MwSt	4201		154.05	M81	8.10		11.54
19.03.2024	24/03/50	EK 2.6% MwSt	4202		10.80	M26	2.60		0.27
20.03.2024	24/03/51	Porto Webstamp	4520	1010	3.70	M81	8.10		0.28
02.03.2024	24/03/52	Geschäftsessen PB und JE	5820	2851	98.50	I81	8.10		7.38
09.03.2024	24/03/53	Büro Milch	6500	2850	1.90	I26	2.60		0.05
13.03.2024	24/03/54	Büro Milch	6500	2851	2.20	I26	2.60		0.06
16.03.2024	24/03/55	Büro Milch	6500	2850	1.90	I26	2.60		0.05
22.03.2024	24/03/56	Büro Div.		2851	18.00				
22.03.2024	24/03/56	Gebührenmarken	6500		6.00	I81	8.10		0.45
22.03.2024	24/03/56	Büro Kaffee	6500		12.00	I26	2.60		0.30
25.03.2024	24/03/57	Büro Batterien	6500	2851	4.95	I81	8.10		0.37
23.03.2024	24/03/58	Büro Milch	6500	2851	1.90	I26	2.60		0.05
28.03.2024	24/03/59	Büro Getränke	6500	2851	13.90	I26	2.60		0.35
01.03.2024	24/03/60	Geschäftsessen PB und JE	5820	2850	122.90	I81	8.10		9.21
17.03.2024	24/03/61	Medewo Verpackungsmaterial	4201	2850	483.20	M81	8.10		36.21
11.03.2024	24/03/62	Tesla Club Mitgliederbeitrag 2024	6520	2850	100.00	I0			
02.03.2024	24/03/63	Internet Tesla 03/24	6510	2850	13.00	I81	8.10		0.97
18.03.2024	24/03/64	Ex Libris AG Mirgliedschaft 2024	6520	2850	12.00	I0			
16.03.2024	24/03/65	Salt Abo JE 03/24	6510	2850	19.95	I81	8.10		1.49
16.03.2024	24/03/66	Abo ChatGPT	6500	2851	19.95	I0			
									
									
									
									
									
									
02.04.2024	24/04/01	S159530 VK	1010	3001	394.95	V81	-8.10		-29.59
02.04.2024	24/04/02	S159526 VK	1010	3002	219.00	V26	-2.60		-5.55
02.04.2024	24/04/03	S159529 VK	1010	3002	204.80	V26	-2.60		-5.19
02.04.2024	24/04/04	Kontoübertrag von Payrexx Konto	1010	1014	2’959.64				
03.04.2024	24/04/05	S159532 VK	1010	3002	626.20	V26	-2.60		-15.87
03.04.2024	24/04/06	Guthaben Eidg. Steuerverwaltung MwSt	1010	2201	238.01				
03.04.2024	24/04/07	S159531 VK	1010	3002	372.40	V26	-2.60		-9.44
08.04.2024	24/04/08	S159532 (zusätzliche Versandkosten Sperrgut)	1010	3001	30.50	V81	-8.10		-2.29
09.04.2024	24/04/09	S159537 VK	1010	3002	783.00	V26	-2.60		-19.84
11.04.2024	24/04/10	S15811 VK	1010		88.00				
11.04.2024	24/04/10	VK 8.1% MwSt 		3001	8.50	V81	-8.10		-0.64
11.04.2024	24/04/10	VK 2.6% MwSt		3002	79.50	V26	-2.60		-2.01
11.04.2024	24/04/11	T05042401 VK	1010	3001	157.50	V81	-8.10		-11.80
11.04.2024	24/04/12	S159511 VK	1010	3001	27.00	V81	-8.10		-2.02
24.04.2024	24/04/13	S159547 VK	1010	3002	558.60	V26	-2.60		-14.16
26.04.2024	24/04/14	S159549 VK	1010	3002	165.35	V26	-2.60		-4.19
29.04.2024	24/04/15	S159552 VK	1010		83.85				
29.04.2024	24/04/15	VK 8.1% MwSt 		3001	53.90	V81	-8.10		-4.04
29.04.2024	24/04/15	VK 2.6% MwSt		3002	29.95	V26	-2.60		-0.76
29.04.2024	24/04/16	S159551 VK	1010		91.35				
29.04.2024	24/04/16	VK 8.1% MwSt 		3001	11.50	V81	-8.10		-0.86
29.04.2024	24/04/16	VK 2.6% MwSt		3002	79.85	V26	-2.60		-2.02
29.04.2024	24/04/17	S159553	1010		22.75				
29.04.2024	24/04/17	VK 8.1% MwSt 		3001	11.50	V81	-8.10		-0.86
29.04.2024	24/04/17	VK 2.6% MwSt		3002	11.25	V26	-2.60		-0.29
29.04.2024	24/04/18	S159555	1010	3001	513.50	V81	-8.10		-38.48
30.04.2024	24/04/19	kontoübertrag von Payrexx Konto	1010	1014	1’361.76				
05.04.2024	24/04/20	S159535 TWINT	1014		162.00				
05.04.2024	24/04/20	VK 8.1% MwSt 		3001	64.50	V81	-8.10		-4.83
05.04.2024	24/04/20	VK 2.6% MwSt		3002	97.50	V26	-2.60		-2.47
05.04.2024	24/04/21	Payrexx Gebühren zu S159535	6840	1014	2.11	I0			
08.04.2024	24/04/22	S159536 TWINT	1014		53.50				
08.04.2024	24/04/22	VK 8.1% MwSt 		3001	14.50	V81	-8.10		-1.09
08.04.2024	24/04/22	VK 2.6% MwSt		3002	39.00	V26	-2.60		-0.99
08.04.2024	24/04/23	Payrexx Gebühren zu S159536	6840	1014	0.70	I0			
12.04.2024	24/04/24	S159538 TWINT	1014	3001	196.50	V81	-8.10		-14.72
12.04.2024	24/04/25	Payrexx Gebühren zu S159538	6840	1014	2.55	I0			
16.04.2024	24/04/26	S159539 TWINT	1014	3001	96.50	V81	-8.10		-7.23
16.04.2024	24/04/27	Payrexx Gebühren zu S159539	6840	1014	1.25	I0			
16.04.2024	24/04/28	S159540 TWINT	1014		173.25				
